"Subject Code","Course Number","Course Title","Course Description","Credits - Academic Credit - Units","Credits - Academic Credit - Credit Hours Max","Credits - Academic Credit - Credit Hours Value","Credits - Academic Credit - Credit Hours Operator","Cross Listed Courses","Co-Convened Courses","Dual-Listed Courses","Equivalent Courses","Notes","Course Typically Offered"
"PAS","860","Behavioral Medicine - SCPE","A supervised clinical practice experience designed to give students the opportunity to participate in the medical decision making process while developing appropriate knowledge, skills and abilities to recognize and provide care for various behavioral/mental health problems. In settings such as in/outpatient behavioral/mental health facilities and multiservice centers, students will participate in behavioral/mental health evaluations, observe behavioral/mental therapy/interventions, and discuss management plans. Emphasis is on applying skills learned to treatment of behavioral/mental health issues in primary care. Students will engage with the interprofessional team, and behave as a medical professional with patients, families and other members of the medical team. ","4","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"PAS","870","Women's Health - SCPE","A supervised clinical practice experience designed to give students the opportunity to participate in the medical decision making process while developing the appropriate knowledge, skills and abilities to provide care in a women's health medicine practice. Experiences include prenatal care, obstetric/gynecologic health histories, OB/GYN exams, evaluation and management planning. Emphasis is on applying skills learned to the treatment of OB/GYN health issues in primary care in the context of each patient's social, economic, cultural and religious background. Students will engage with the interprofessional team and behave as a medical professional with patients, families and other members of the medical team. ","4","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"PAS","890","Geriatric Medicine - SCPE","A supervised clinical practice experience designed to give students the opportunity to participate in the medical decision-making process while developing the appropriate knowledge, skills, and abilities to provide care to the geriatric population. Students will be exposed to a variety of experiences including ambulatory practice, nursing facilities, assisted living centers, and hospice. The course will deliver education on providing comprehensive evidence-based, geriatric specific individualized care, addressing acute and chronic conditions, health promotion and disease prevention in the context of the elderly patient's social, economic, cultural and religious background. Students will engage with the interprofessional team and behave as a medical professional with patients, families and other members of the medical team. ","4","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"PAS","891","Orthopedics - SCPE","A supervised clinical practice experience designed to give students the opportunity to participate in the medical decision-making process while developing the appropriate knowledge, skills, and abilities to provide care in orthopedics. The course will deliver education on providing comprehensive evidence-based, gender/age specific individualized care, addressing acute and chronic musculoskeletal conditions with and without surgical intervention, health promotion and disease prevention in the context of each patient's social, economic, cultural and religious background. Students will engage with the interprofessional team and behave as a medical professional with patients, families and other members of the medical team. ","4","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"PFP","101","Money 101","This course provides an introduction to resources and tools available to assist students in developing beginning personal finance skills that will assist them throughout their lifetime. Application exercises will allow students to apply personal finance knowledge in solving real-life problems.","1","1","-","-","-","-","-","-","This course has an online format.","Fall, Spring"
"PFP","105","Introduction to Personal Financial Planning","Fundamental principles for making financial decisions. Analysis and evaluation of personal and family money management strategies.","3","3","-","-","-","-","-","-","-","Fall, Spring, Summer"
"PFP","320","Applied Behavioral Finance","Introductory exploration of the field of behavioral finance and its relationship to personal and financial decision-making.","3","3","-","-","-","-","-","-","-","Spring"
"PFP","770","Applied Behavioral Finance","This course is applied behavioral finance course that examines the intersection of behavioral finance and financial planning. It reviews the research on behavioral finance, neuroeconomics, and investor psychology; exploring the effects of human emotions and cognitive errors on financial decisions and the financial planning process. This course focuses on the application of behavioral finance theory and research to the practice of personal financial planning to help financial planners improve the financial health of their clients. ","3","3","-","-","-","-","-","-","-","S,U"
"PFP","802","Theories and Research in Family Financial Planning II","Macroeconomic theory as it relates to family resource allocation decisions. Advanced theories of household economic behavior including the life cycle hypothesis, behavioral economics, behavioral finance, theories of behavioral change, and psychological theories of subjective economic well-being. Focus on empirical research investigating household financial decision-making. ","3","3","-","-","-","-","-","-","-","Fall, Summer"
"PHILO","120","Introduction to Philosophy of Art","Philosophical problems concerning the concepts of art and aesthetic value, patterns of reasoning in art appreciation and criticism, and writing histories of art and artistic movements. ","3","3","-","-","-","-","-","-","-","Fall, Spring, Summer"
"PHILO","145","Historical Introduction to Philosophy","Introduction to philosophy through the study of major thinkers in the history of philosophy, such as Plato, Descartes, Hume. Topics may include the immortality of the soul, the existence of God, skepticism, reasons for being moral. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"PHILO","180","Introduction to Philosophy of Race","Introduction to concepts of race and racial identity; contemporary controversies about the nature of racism and social justice are examined through theories of ethics and political philosophy using various sources, including movies, music, social media.","3","3","-","-","-","-","-","-","-","Fall or Spring"
"PHILO","215","Honors Introduction to Philosophy","Central problems of philosophy, such as skepticism and knowledge, the nature of human minds, freedom, the nature of morality, justice and the existence of God. ","3","3","-","-","-","-","-","-","For students in an honors program.","Fall, Spring"
"PHILO","305","Introduction to Decision Theory","Introduction to decision and social choice theory emphasizing theories of utility, equilibria, and aggregation. ","3","3","-","-","-","-","-","-","-","Spring"
"PHILO","380","Philosophy and Race","The concept of race and racial identity, and contemporary controversies about the nature of racism and social justice, examined through fiction, movies, and readings in biology, anthropology, history, and philosophy. ","3","3","-","-","-","-","-","-","-","Fall"
"PHILO","565","Advanced Topics in Medical Ethics","An advanced, focused discussion of special topics in the biomedical sciences.  Topics vary and include the ethics governing human experimentation, stopping rules for CRTs, justice in funding medical research, justice in the distribution of access to medical care, decision rules for choice of treatment, definitions of disease, medicalization of behavioral patterns, and other related topics. ","3","3","-","-","-","-","-","-","-","On sufficient demand"
"PHYS","115","Descriptive Physics","Covers mechanics, electricity, heat, light, sound, and atomic theory. Surveys of the major fields of physics concentrating on how physicists work to understand and describe physical phenomena. ","5","5","-","-","-","-","-","-","Two hours lecture, one hour quiz, and four hours studio a week. High school algebra.","Spring"
"PHYS","620","Teaching University Physics","A discussion of techniques which will aid in the development of understanding the concepts in physics. Emphasis is placed on models of learning and teaching techniques which can be applied to the teaching of contemporary physics to university students. These models and techniques are used to analyze a teaching approach of topics, such as quantum mechanics, which is important to today's physicist. ","3","3","-","-","-","-","-","-","Three class hours per week.","Other"
"PHYS","639","Computations in Physics","An introduction to applying computational and numerical techniques to solve problems of interest to physicists. Topics include the application of computational analysis and solution to physical problems in both classical, and quantum physics including particle structure and motion, interaction of particles with fields, and model building for simulation of physical phenomena. A practicum is an integral part of the course. Students will use both personal computers and advanced workstations. ","3","3","-","-","-","-","-","-","One hour lecture, two hours of computer lab per week.","Other"
"PLAN","410","Urban Data Analytics and Visualization","This course will introduce students to different types and sources of urban data and how to use data for planning and decision-making at the community level through data processing and visualization. Spatial data visualization will be a key component of the course focused on mapping and visualization of census, economic, infrastructural, and environmental data.","3","3","-","-","-","-","-","-","-","Fall or Spring"
"PLAN","672","Collective Decisions","Provides an introduction to planning as a collective decision-making tool; examines how planners work within a decision-making environment to move from regional and community planning concepts to implementing plans.","3","3","-","-","-","-","-","-","-","Fall, Spring"
"PLAN","720","Infrastructure and Plan Implementation","Examination of infrastructure systems, the transportation process, land-use, and development standards; consideration of policy options and strategies; review of financing options and regulatory requirements associated with the various infrastructure elements. The course also reviews social and other issues that affect and are affected by infrastructure related decisions.","3","3","-","-","-","-","-","-","-","Fall"
"PLPTH","765","Integrated Plant Disease Management","Advanced topics in integrated plant disease management will be examined, including: epidemiological concepts, disease loss assessment, fungicides, resistance traits, on farm research trials and utilization of precision agriculture technologies to measure disease impacts. ","2","2","-","-","-","-","-","-","The course will meet the second eight weeks of the semester.","Fall"
"PMC","120","Outdoor Recreation Certification","This course is designed to provide the PMC major ability to obtain outdoor recreation certifications not directly taught by Kansas State University. Examples are numerous, and include Wilderness First Responder, Archery in Schools Instructor, Aquatic Facility Operator, Playground Inspector Certification, Leave No Trace. Certifications being accepted must involve a minimum of 16 hours of contact, exercise and assessment hours; or additional requirements can be added by PMC faculty to meet 16 hours of content. ","0","0","-","-","-","-","-","-","Consent of instructor.","Fall, Spring, Summer"
"PMC","820","Outdoor Recreation Behavior","The practical and theoretical basis of recreational use of public and private lands is examined in the context of ecosystem management. The statutory and regulatory policies and current issues regarding the management and use of lands in wilderness systems, wild and scenic river corridors, parks, and protected areas are discussed in detail. The impacts of recreational uses on the environment and conflicts with other uses of land and resources are discussed. Land use planning policies and decisions, which respond to recreation, wilderness and protected area issues will be examined. ","3","3","-","-","-","-","-","-","-","Fall"
"POLSC","372","Ideologies: Their Origins and Impact","Explores ideologies, including liberalism, conservatism, socialism, communism, and fascism. Their philosophical origins, transformation into systems of thought with mass appeal, and practical consequences are discussed. The conflict between ideology and philosophy is examined. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"POLSC","377","Introduction To Public Policy","The process of public policy formation and analysis with emphasis on the relationship between decisions taken, values maximized, and the social impact of these decisions in over 10 policy areas. ","3","3","-","-","-","-","-","-","-","Spring"
"POLSC","576","Mass Communications and Political Campaigns","The roles of journalism, advertising and public relations in political campaigns. Examines campaign communication strategies, staffing, and the roles of political consultants.  Analyzes how voter decision making is affected by mass communications and how voters develop attitudes about candidates and issues. ","3","3","-","-","-","-","-","-","-","Other"
"POLSC","611","The Legislative Process","Legislative decision-making in modern democracy with emphasis on the United States, the concept of representation, and political behavior of participants in the legislative process. ","3","3","-","-","-","-","-","-","-","Spring"
"POLSC","614","Constitutional Law","Principles of the American political system as prescribed by the Constitution and interpreted by Supreme Court decisions, with emphasis on the institutions and powers of the national government, federalism, and property rights. ","3","3","-","-","-","-","-","-","-","Fall"
"POLSC","615","The Constitution, Civil Rights and Civil Liberties","The Constitution as a limitation on governmental power, with emphasis on Supreme Court decisions defining fundamental civil rights and liberties. ","3","3","-","-","-","-","-","-","-","Spring"
"POLSC","618","Urban Politics","Fundamental problems of political power and decision making in urban suburban governmental settings.","3","3","-","-","-","-","-","-","-","Fall"
"POLSC","619","Comparative Agricultural Politics and Policy","Comparative examination of agricultural politics and policy with emphasis on decision making processes and the socio-political impacts of agricultural policy.","3","3","-","-","-","-","-","-","-","Fall-Even Years"
"POLSC","675","Religion and Politics","Focuses on religious life in America and its changing relationship to politics and government. Examination of the American founding as it relates to church/ state issues, the controversy over meaning of the First Amendment's establishment and free exercise clauses, and contemporary political agendas of mainline and evangelical churches. ","3","3","-","-","-","-","-","-","-","Spring"
"POLSC","736","Strategic Management of Public and Nonprofit Organizations","Strategic management in the public sector of democratic societies. Provides a set of tools and research skills to focus thinking, judgment and decision making in order to act strategically. ","3","3","-","-","-","-","-","-","-","Spring"
"POLSC","737","Public Budgeting","Budgeting as apart of our political system and as a fiscal process assists in allocating scarce resources. Overview of the budgetary decision-making process and the various budgetary approaches.","3","3","-","-","-","-","-","-","-","Fall"
"POLSC","810","Security Studies Methodology","An exploration of commonly used research methods in history and political science. Students will investigate quantitative and qualitative humanities and social sciences methodology through selected readings and limited research exercises.","2","2","-","-","-","-","-","-","-","Fall, Spring"
"POLSC","811","Seminar/International Politics","The seminar introduces students to the different school of thought in international relations as well as the different methods used to study the subject. It also analyzes middle range theories on subjects such as the causes of interstate conflict, the democratic peace, and foreign policy decision-making. Exams and a seminar paper are required. ","3","3","-","-","-","-","-","-","-","Spring"
"POLSC","842","Seminar/Comparative Ideologies","This seminar provides a graduate level exploration of ideologies such as liberalism, conservatism, socialism, communism, and fascism. The tension between ideology and philosophy is also examined. ","3","3","-","-","-","-","-","-","-","Other"
"POLSC","901","Advanced Research Methods ll","The course is the second in the sequence of two method courses in security studies. It emphasized quantitative analysis in political science and covers regression analysis, violation of regression assumptions, and logit models. The course also introduces students to time series, decision theory, and game theory. ","3","3","-","-","-","-","-","-","-","Spring"
"PPIL","387","Crew Resource Management I","This course involves using all available resources for a safe and efficient flight.  Aircraft crew performance is reviewed to include the background and philosophy of Crew Resource Management (CRM) communication, decision behavior, team building, workload management, and situational awareness. Students accomplish two flight scenarios using modern advanced jet aircraft training device. ","3","3","-","-","-","-","-","-","Two hours lecture and four hours lab a week.","Fall"
"PSYCH","425","Judgement & Decision Making","Covers the academic field of judgment and decision making, its major methods, results, and controversies. Examines the generality of experimental results across various domains including gambling, clinical prediction, perception of randomness, and legal and medical decision making. Focus on practical analytical skills for decision making that are useful in everyday life and work. ","3","3","-","-","-","-","-","-","-","Spring"
"PSYCH","430","Forensic Psychology","Survey of psychological principles and facts in areas such as perception, cognition, neuropsychology, social psychology, personality, and decision making, as they apply to forensic psychology. Topics include: polygraph (lie detection), eyewitness testimony, jury decision making, and profiling. ","3","3","-","-","-","-","-","-","-","Fall"
"PSYCH","460","Cognitive Psychology","A survey of the manner in which people extract and use relevant information from their environment as a basis for behavior. Topics may include memory storage and retrieval, attention, imagery, mnemonic devices, decision making, and other cognitive processes. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"PSYCH","518","Introduction to Health Psychology","Psychosocial factors relevant to general health maintenance, recovery from disease or injury, and the achievement of health. Topics include stress-management techniques, personality characteristics associated with disease, cognitive-emotional effects of diet and exercise, and theories of pain and pain management. Concepts of prevention and behavioral medicine are also included. ","3","3","-","-","-","-","-","-","500-level psychology courses cannot be taken for graduate credit by students in psychology graduate programs.","Spring"
"PSYCH","584","Group Psychotherapy","Principles of psychoeducational training, strategies, and group norms. The group experience is practiced within the classroom, offering experience as both a group member and a group leader through role-playing and experiential exercises. Research and program planning are conducted to create and guide a psychoeducational group.","3","3","-","-","-","-","-","-","-","Fall, Spring"
"PSYCH","586","Psychology Internship Readiness","Exploration of the efficacy of decisions and actions within a professional internship. The topics of professional communication, dress, engagement, timeliness, and conflict resolution will prepare the student for an internship. Additionally, ethics, confidentiality, the duty to warn and self-care impacting the delivery of human services will be explained.","1","1","-","-","-","-","-","-","This course must be taken in preparation for PSYCH 587.","Fall, Spring, Summer"
"PSYCH","814","Advanced Cognitive Psychology","Study of contemporary trends and research in cognition, including memory, language, problem solving, decision making, and human learning. ","3","3","-","-","-","-","-","-","-","Fall"
"PSYCH","825","Judgmental Processes","Examination of empirical findings and theoretical approaches to decision making and judgment with emphasis on higher cognitive processes.","3","3","-","-","-","-","-","-","-","Fall"
"RAS","335","Digital Manufacturing","Discover the cutting-edge world of digital manufacturing, where traditional fabrication methods merge with advanced technology to create precise and complex components. Explore the fundamentals and applications of key digital manufacturing tools.","3","3","-","-","-","-","-","-","-","Fall"
"RUSSN","301","Russian IV","Intensive review of Russian grammar. Exercises in reading selected modern Russian texts in the original.","3","3","-","-","-","-","-","-","-","Spring"
"SALES","455","Sales Negotiation","Students learn the fundamentals of negotiation and how those fundamentals are used during the sales process, with the goal of improving understanding of negotiation theory and practical application. Students are expected to participate in role-playing excercises.","3","3","-","-","-","-","-","-","-","Fall, Spring"
"SALES","457","Cooperation Selling","Students learn how to successfully synchronize their selling process with the decision maker's buying process in order to completely satisfy customers and generage more sales. Students are expected to participate in role playing exercises.","3","3","-","-","-","-","-","-","-","Fall"
"SOCIO","504","Political Sociology","An introduction to the principles of political sociology. Processes of political socialization, participation within and outside established organizational channels, recruitment of elites, communication and influence, power, decision making, and policy outputs. Data are presented from a cross-national perspective. ","3","3","-","-","-","-","-","-","-","Spring-Even Years"
"SOCIO","863","Sociology of Victimology","Focuses on the unique area of Victimology. Examines recent scholarship, methodological issues, and theoretical perspectives. Requires research paper and peer criticism. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"SOCWK","568","Macro Practice and Theory","Continuation of social work practice sequence with focus on skills development for macro-level social work practice and an understanding of macro-systems using the ecological perspective as a framework.  Community and organization intervention strategies with emphasis on the development of a social work frame of reference.  Focus on institutional racism, institutional discrimination, and the importance of recognizing these functions within society.","3","3","-","-","-","-","-","-","Social work majors only.","Fall, Spring"
"SOCWK","570","Social Work with Groups","Theoretical framework for effective generalist social work practice with groups, facilitates the development of group leaders who possess an understanding of group dynamics and effective leadership skills through group discussion, experiential exercises and leadership experiences. To be taken concurrently with SOCWK 561.","3","3","-","-","-","-","-","-","Social work majors only.","Fall, Spring"
"SOCWK","668","Macro Practice and Theory","Social work practice with focus on skills development for macro-level social work skills and an understanding of macro-systems using the ecological perspective as a framework.  Community and organization intervention strategies with emphasis on the development of a social work frame of reference.  Focus on institutional racism, institutional discrimination, and the importance of recognizing these functions within society.","3","3","-","-","-","-","SOCWK568","-","-","Fall"
"SOCWK","670","Social Work with Groups","Provides the theoretical framework for effective generalist social work practice with groups, facilitates the development of group leaders who possess an understanding of group dynamics and effective leadership skills through group discussion, experiential exercises and leadership experiences.","3","3","-","-","-","-","SOCWK570","-","-","Spring"
"SPAN","568","Literature of Spanish American","Analysis of representative works of Spanish American literature from the pre-Columbian period to the present.  Develops an understanding of historical and cultural context within the framework of Spanish American literary criticism.","3","3","-","-","-","-","-","-","-","Fall, Spring, Summer"
"SPAN","734","18th and 19th - Century Spain","Contextualized discussion and analysis of literature and cultural life in 18th-19th-century Spain. Course may be focused on a theme, genre, or movement (Enlightenment, Romanticism, Realism, Naturalism). Topics may include anticlericalism and Catholicism; revolution and empire; scientific reasoning.  ","3","3","-","-","-","-","-","-","Develops ability to interpret and craft complex, abstract language. Reading- and writing-intensive class.","On sufficient demand"
"STAT","100","Statistical Literacy in the Age of Information","Focus will be on the development of an awareness of statistics at the conceptual and interpretative level, in the context of everyday life. Data awareness and quality, sampling, scientific investigation, decision making, and the study of relationships are included. Emphasis will be on the development of critical thinking through in-class experiments and activities, discussions, analysis of real data sets, written reports, and collaborative learning. Computing activities will be included where appropriate; no previous computing experience required.
Intended for majors in non-quantitative fields.","3","3","-","-","-","-","-","-","Cannot be taken for credit if credit has been received for any other statistics course.","Fall, Spring"
"STAT","510","Introductory Probability and Statistics l","Descriptive statistics, probability concepts and laws, sample spaces; random variables; binomial, uniform, normal, and Poisson; two-dimensional variates; expected values; confidence intervals; binomial parameter, median, mean, and variance; testing simple hypotheses using CIs and X2 ; goodness of fit. Numerous applications. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"STAT","905","High-Dimensional Data and Statistical Learning","Theoretical framework of statistical methods for the analysis of large-scale data with the aim of understanding data mining, supervised and unsupervised statistical learning techniques from a statistical decision theoretic framework. Methods for model selection, dimensionality reduction, multiple testing control, and estimation in high-dimension data. Emphasis on the conceptual underpinning of different tools for analysis of large-scale data and how they relate to each other. Applications in various fields, including the sciences and engineering, using computer software. ","3","3","-","-","-","-","-","-","-","Fall-Even Years"
"STAT","950","Advanced Studies in Probability and Statistics","Theoretical studies of advanced topics in probability, decision theory, Markov processes, experimental design, stochastic processes, or advanced topics. ","1","18","-","-","-","-","-","-","Instructor consent","Fall, Spring, Summer"
"THTRE","171","Fundamentals of Acting","Theory and practice of fundamental skills and techniques of acting. Major emphasis is on freeing and training the individual's imagination, intellect, body, and voice through designed exercise and performed scenes.","3","3","-","-","-","-","-","-","Three hours recitation per week.","Fall, Spring"
"UAS","272","UAS Safety Fundamentals","Introduction to aviation safety, with an emphasis on best practices for safe operation of unmanned aircraft systems. Topics include safety/risk assessments, human factors, crew resource management, aeronautical decision-making, risk management, and safety assurance. ","3","3","-","-","-","-","-","-","-","Fall, Spring"
"UAS","465","Fixed-Wing Construction Lab and Autopilot Integration","In this course, students will build a fixed-wing UAS. After completing the build and conducting a successful flight, students will integrate an autopilot into their platform. Using open source ground station software and commercial-off-the-shelf (COTS), open source autopilot firmware and hardware, students learn techniques for integrating autopilots into their selected fixed-wing platform and for exploring precision autonomous flight in preparation for conducting field operations to acquire remotely sensed data. ","3","3","-","-","-","-","-","-","-","Spring"
"UAS","479","Data Analytics for Agricultural Applications","Students are introduced to basic theory and use cases of utilizing remotely sensed data in agricultural applications utilizing UAS, fixed-winged aircraft, and satellite-based imagery. Students will utilize UAS-based sensors to collect imagery that will be processed and analyzed in industry-leading software. General topics include RGB and multispectral data collection, processing and analysis, vegetation indices in crop and field health and condition monitoring, yield estimation, terrain analysis, and prescription generation for multiple precision ag platforms.","3","3","-","-","-","-","-","-","-","Fall"
"UAS","482","UAS Aerial Applications and Regulations","The UAS Aerial Application and Regulations course equips participants with the knowledge and skills to conduct safe, effective, and compliant agricultural spraying operations using uncrewed aircraft systems (UAS). The course emphasizes the regulatory framework governing aerial application, including federal, state, and local requirements. Core topics include operational planning, airspace integration, safety and risk management, emergency procedures, multi-aircraft coordination, and the use of precision agriculture tools such as multispectral data. By the end of the course, participants will be prepared to navigate both the technical and regulatory environments necessary for professional UAS spraying operations.","3","3","-","-","-","-","-","-","-","Spring"
"VCS","891","CS Veterinary Medicine Elective","Special topics for veterinary students in the disciplines offered by the department. Topics include: Beef Production Medicine : The role of the veterinarian in livestock production units, including interactions with producers, nutritionists, investors and others in decision analysis. Emphasis is on the professional services that veterinarians provide to beef production systems. Emergency Medicine : Presentations of cases in the ICU or cases that were recently seen on emergency. Current literature that is relevant to the case will be discussed. Advanced Exotic Pet Medicine : Advanced study of the diseases, medicine, and captive management of non-traditional species including companion birds, reptiles, rabbits, ferrets, and rodents. The Basics of Bovine Theriogenology : This class is designed to provide students enrolled in the veterinary curriculum a very practical knowledge base regarding bovine reproduction. Equine Medicine : This course is designed to be complementary to CS 710. The material presented in this class will focus on diagnostic procedures and case presentations that will not be covered in the core curriculum. The Learning Curve of Equine Practice : Covers various aspects of equine practice, not usually covered in traditional didactic lectures, including: equine husbandry, communication issues and insurance, horse colors, genetics, and genetic related diseases, aspects of equine practice and practice management, drug and medication rules for performance horses, and preventative medicine. Pain Management : Discussion of the mechanisms of pain, certain pain syndromes, and the drugs and techniques available to provide analgesia. Surgical Skills : Manual surgical skills will be taught using surgical models and cadaver tissues. Students will be taught the following skills and techniques: instrument handling, speed and efficiency, hand ties, ligature under tension, suture patterns, closure under tension, anastomosis and enterotomy technique and excision of circular lesions. Advanced Concepts in Veterinary Clinical Anesthesia : The lectures will be divided among topics to enhance student preparation for practical clinical application of anesthetic principles in both small and large animal environments. Topics: anesthetic implications for certain disease states, management of intraoperative complications, and special topics in large animal anesthesia. Veterinary Management of Sheep and Goats : Topic content is delivered both as online seminars via KSOL and case-based discussions and problem solving exercises in the classroom on herd management, preventive health care, nutrition, medicine, diseases, reproduction, and surgery of sheep and goats. Veterinary Ultrasonography : Topic content will be delivered both as online seminars via KSOL and case-based discussions. The physics, basic principles of use, and common artifacts of ultrasound will be covered as it relates to veterinary diagnostic imaging. Ultrasound imaging of the thorax (non-cardiac), abdomen, musculoskeletal system, and other areas (eye, thyroid/parathyroid) will be covered, predominantly in small animals. The course will cover both normal and pathologic ultrasound findings. Applied Small Animal Behavior:  Introduction to the commonly encountered canine and feline behavior topics in veterinary medicine.  Students will learn how to address these behavioral concerns through behavior modification, desensitization, counter conditioning, and psychopharmacology.  An additional goal of the course is to discuss practices that reduce fear in these patients during visits to their veterinarian. ","0.5","3","-","-","-","-","-","-","Lecture or combination lecture with lab.","Fall, Spring, Summer"
"VCS","937","Shelter Medicine","The rotation will be a combination of in-class and laboratory exercises in Manhattan, and hands-on experiences at regional shelters. Topics include population medicine, infectious disease recognition and control, surgical sterilization, behavioral testing, and legal issues common to shelter settings.","2","2","-","-","-","-","-","-","-","Fall, Spring, Summer"
"Subject Code","Course Number","Course Title","Course Description","Credits - Academic Credit - Units","Credits - Academic Credit - Credit Hours Max","Credits - Academic Credit - Credit Hours Value","Credits - Academic Credit - Credit Hours Operator","Cross Listed Courses","Co-Convened Courses","Dual-Listed Courses","Equivalent Courses","Notes","Course Typically Offered"
"CC","110","Introduction to Computing","An overview of the history of computers and programming. Famous historical figures and their impact in modern computing. Introduction to major topics in computer science such as artificial intelligence, high performance computing, cryptography, big data, cybersecurity, robotics, and more. ","2","2","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","111","Elements of Computer Programming","Brief experience with computer programming concepts such as variables, data types, functions, conditionals, iteration, and collections.","1","1","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","120","Web Page Development","The Internet, web browsers, and web-page-development technology: web-page design and implementation with Hypertext Markup Language (HTML), and CSS. Integration of program script into web pages. Introduction to graphics design, animation, and server utilization.","3","3","-","-","-","-","-","-","-","Fall"
"CC","140","Elements of Artificial Intelligence","Hands-on introduction to Artificial Intelligence (AI) using Python. This course explores foundational topics like data handling, supervised and unsupervised learning, neural networks, natural language processing, computer vision, and the ethical implications of AI. Interactive labs and projects are used to develop real AI applications and reflect on their impact in society.","3","3","-","-","-","-","-","-","-","Spring"
"CC","141","Privacy and Artificial Intelligence","Philosophical definitions of privacy, metrics (differential privacy, information leakage) and modern privacy tools as they apply, or apply to, AI. Hands-on applications to structured (tabular) and unstructured (images, videos) data. Timely real-world privacy problems faced by, and caused by, AI.","1","1","-","-","-","-","-","-","-","Spring"
"CC","142","Artificial Intelligence and Cybersecurity","Introduction to the rapidly evolving intersection of Artificial Intelligence and Cybersecurity. Students will explore how AI technologies—such as machine learning algorithms—can enhance system security, while also examining the vulnerabilities that adversaries exploit and the strategies used to defend against them.
Through real-world case studies, interactive labs, and hands-on activities, students will gain practical experience with both offensive and defensive techniques in AI security. The course also includes a forward-looking discussion on emerging research, including work being conducted at K-State.","1","1","-","-","-","-","-","-","-","Spring"
"CC","210","Fundamental Computer Programming Concepts","Basic concepts in developing computer programs: program structure and syntax, primitive data types, variables, control flow, iteration, simple algorithms, debugging, and good software development practices. Introduction to object-oriented programming.","4","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","290","Foundational Topics in Applied Computer Science","Selected foundational topics in applied computer science. Specific course descriptions vary by topic.","1","4","-","-","-","-","-","-","Instructor permission required.","Fall, Spring, Summer"
"CC","310","Data Structures and Algorithms I","Exploration of data structures and related algorithms in computer programming. Basic concepts of complexity analysis. Object-oriented design concepts.","3","3","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","315","Data Structures and Algorithms II","Advanced data structures and related algorithms. Formal software development methods and software engineering fundamentals. Introduction to requirements analysis processes that provide the specification of algorithmic requirements.","3","3","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","410","Advanced Programming","Advanced programming techniques and projects. Concepts from simulation and modeling, media applications, secure design, information management, parallelism, and networking. Software development methodologies, processes, and design patterns. Practical experience with professional communication and collaboration.","4","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","510","Computer Systems Administration","Administration of the Windows and Linux operating systems, including installation, configuration, distributed file systems, firewalls and security, shell scripting, and user account management. Introduction to managing cloud computing resources.","3","3","-","-","-","-","-","-","Not available for credit to students with credit in CIS 527.","Fall"
"CC","515","Full Stack Web Development","Fundamental principles and best practices of web development, user interface design, web API design, advanced web interfaces, web development frameworks, single-page web applications, web standards and accessibility issues.","3","3","-","-","-","-","-","-","Permission to take this course concurrently with CC 410 may be granted to well-prepared students. Not available for credit to students with credit in CIS 526.","Spring"
"CC","520","Database Essentials","Introduction to concepts and techniques in database management. Overview of relational databases, NoSQL databases, and related topics. Database programming and use of databases in applications. Theory and architecture of database management systems (DBMS).","3","3","-","-","-","-","-","-","-","Spring"
"CC","535","Applied Data Science","An introduction to data science and discovery from data: Data wrangling, feature engineering, feature selection, statistical inference, correlations, principal component analysis, classification, regression, novelty detection, clustering, cross-validation, bootstrapping, class profiling, multidimensional scaling, association rules, visualization, data science and society.","3","3","-","-","-","-","-","-","-","Fall"
"CC","590","Special Topics in Applied Computer Science","Selected topics in applied computer science.","1","4","-","-","-","-","-","-","-","Fall, Spring, Summer"
"CC","710","Introduction to Computing for Educators","This course is a first step in preparing educators to teach computer science topics at the PreK-12 level. It provides content area knowledge including the historical context in which computing developed, an overview of the modern field of computing and its impacts on society. It also explores theories of computational thinking and learning, computer science education research, and the Kansas PreK-12 computer science standards. ","2","2","-","-","-","-","-","-","For education majors only.","Fall, Spring, Summer"
"CC","711","Computer Education Programming Fundamentals","This course introduces PreK-12 educators to the """"Big ideas"""" of programming - concept knowledge that is critical for developing and teaching programming skills. Students will learn to read simple program code, write short programs, and explore basic programming constructs such as conditional statements and iteration. Students will also explore basic programming concepts related to a particular discipline. ","1","1","-","-","-","-","-","-","For education majors only.","Fall, Spring, Summer"
